,0,1
1066,1,"""Its very heavy to move around, and in person it is quite ugly"""
1067,1,"""Other than for casual use, unless they are able to resolve their software problems, it is unusable as a computer"""
1068,1,"""I just purchased a W600G and find it difficult to adjust to the keyboard"""
1069,1,"""The keys are too flat"""
1070,1,"""Its design makes it difficult to insert and press home discs without flexing the drive"""
1071,1,"""The bad news is software and service"""
1072,1,"""THe machine is three days old and from the first moment the software failed"""
1073,1,"""As yet nothing is plugged into the computer and no software has been added"""
1074,1,"""Only the Sony program was able to erase discs, not Word"""
1075,1,"""These problems persisted despite reformatting the drive using the option in the recovery program that operates without discs"""
1076,1,"""When I informed them this was unlikely and that in any event, they must have failed to remember that I had not yet attached any hardware to the computer, they politely but firmly told me I had to purchase a back up CD"""
1077,1,"""Service is unable to help with software"""
1078,1,"""They refer you to the manufacturer of third pary software"""
1079,1,"""With respect to Sony software they refer you to the online help line"""
1080,1,"""If you you object, although your computer may only be days old, you will be told to carefully read your warranty"""
1081,1,"""It often takes a considerable period of time to raise service from the dead and unless you are very very lucky you will end up speaking with a perfectly nice man or woman from India whose understanding of English is limited (they communicate with you in much the same manner as does computer voice recognition)"""
1082,1,"""They read from information screens that tell them what to tell you and constantly ask you to give them time to check your records, the database etc"""
1083,1,"""I have just been told they are out there at the same price with far better specs"""
1084,1,"""In all other respects the 600G is a fine piece of industrial design"""
1085,1,""")My TR3AP1 worked fantastically for about two weeks, until it completely stopped working -- XP Pro wouldn't start at all, System Restore wouldn't work, and I couldn't even get it back to a point where I could get any data off of it"""
1086,1,"""Turns out they sent me a unit with a bad hard drive"""
1087,1,"""' It took 2 hours on the phone and three supervisors to get the warranty-covered repair authorized"""
1088,1,"""When it was working, the computer ran much more slowly than one would normally expect, even taking into account slower-than-average processor than is usually found in notebooks now"""
1089,1,"""Using too much RAM should require your computer to access the hard drive and run slow, not lose power and shutdown"""
1090,1,"""Today the adapter has failed and they stated that they would call me back in a few days"""
1091,2,"""I soon became disgusted with the design flaw of this notebook, both intake air vents and fans (needed to cool these hot running twin processors) are situated on the bottom of the device"""
1092,2,"""I call it a firecracker because is races but quickly is a memory"""
1093,1,"""Also the customer service person from Amazon, is saying my order was not complete"""
1094,1,"""After a short release this product was discontinued by Toshiba because of serious design problems"""
1095,1,"""System board replacements to meet warranty promises were quickly depleted"""
1096,1,"""Toshiba can no longer meet warranty requirements and must take parts from junked portables or return refurbished computers with a 90 day warranty that Toshiba knows they are not able to repair when they break"""
1097,1,"""Toshiba Repair Depot sits on these repairs hoping for parts that are no longer made"""
1098,1,"""I am a web developer and have owned an Acer 1710 for slightly over one year"""
1099,1,"""It has performed everything that I have asked of it with flying colors"""
1100,1,"""I have been incredibly pleased with its reliability and speed"""
1101,1,"""The manufacturer was adamant about charging nearly $500 to replace the light source"""
1102,1,"""Apparantly the back light is an integral compontent of the screen"""
1103,1,"""Now, light bulbs are consumable but why does the design so restrict replacing the light source that it must cost me an arm and a leg to replace it"""
1104,1,"""My personal feeling is that poor design is the burden of the manufacturer and they want me to pay up and bear the burned of their design problem"""
1105,1,"""I write this to warn you that they do not care about the customer and once they take your money they will not give you the time of day"""
1106,1,"""I ordered and paid for the 200, with 80gig HD and 512 RAM"""
1107,1,"""I recieved the 200 with 40gig HD and 256"""
1108,1,"""I got a hold of her 2 weeks later (after multiple tries) and she promised to ship out a new HD and additional memory"""
1109,1,"""Customer service gives me the run around"""
1110,1,"""I have had two power supplies go bad"""
1111,1,"""I bought the worthless extended warranty on it"""
1112,1,"""When I bought the machine I bought the $200 extra long life battery"""
1113,1,"""It died just outside the 12 month warranty and low and behold they do not cover it under the extended warranty"""
1114,1,"""Then when the power supply died it took them almost two weeks to get it to me"""
1115,1,"""The hard drive was replaced twice"""
1116,1,"""It randomly wouldn't boot and would say that it couldn't find the hard drive"""
1117,1,"""I sent it in, they wouldn't fix it"""
1118,1,"""I think with all the upgrades and warranties I paid just under $2500 for this machine"""
1119,1,"""I called in about my battery and they had me jumping through all sorts of hoops and doing all sorts of stuff over a period of three days, calling back several times"""
1120,1,"""I was able to keep it running by forcing the power cord into the jack and wrapping it around the base of the laptop to keep it steady"""
1121,1,"""this time a hard drive failure"""
1122,1,"""Turned out that the hard drive slipped so I had to get a new one"""
1123,1,"""I reccommend this laptop only to those who have just one more day left to live and have no idea what to do with their leftover money"""
1124,2,"""This laptop was really nice for the first two years that I owned it - then the power stopped connecting properly"""
